KO	11B-T1-3	11B-T1-6	11B-T1-9	8-T1-3	8-T1-6	8-T1-9	Ex45-T1-3	Ex45-T1-6	Ex45-T1-9	HP-T1-3	HP-T1-6	HP-T1-9	RC-T1-3	RC-T1-6	RC-T1-9	RP-T1-3	RP-T1-6	RP-T1-9	SC-T1-3	SC-T1-6	SC-T1-9	UAB-T1-3	UAB-T1-6	UAB-T1-9
K19221	1090	927	751	967	559	929	954	1034	926	1719	1991	2286	827	719	503	3867	2973	1945	1628	1169	1320	825	2621	1199
K19222	1400	1381	785	1131	505	1279	1130	1184	858	1942	1964	2743	834	724	517	5335	5447	3294	1935	1240	1333	1116	3260	1555
K19225	1386	1602	920	1300	647	1449	1091	1153	780	3245	3093	5079	942	837	784	8807	5801	3918	2333	1738	1460	1365	3235	1621
K19243	24	4	3	7	0	0	0	2	5	100	63	137	0	1	0	733	466	216	8	3	1	2	2	0
K19244	114	176	129	689	133	300	598	684	532	1629	866	824	226	111	137	4992	834	979	963	750	1171	482	423	197
K19265	2709	2520	1528	2021	974	1573	1616	1541	776	1541	1874	2844	1403	1480	956	4459	5080	2945	2113	1235	1019	1872	5746	3002
K19267	2002	2598	1885	2128	913	2111	2514	2585	1820	3670	4262	4654	1772	1445	1312	11242	6222	4444	4662	2943	3529	2578	6129	3028
K19268	7	169	55	23	41	127	159	118	6	2	3	2	1	46	0	186	68	25	74	138	90	16	39	27
K19270	176	265	136	243	54	119	213	189	75	230	249	309	176	98	119	998	530	336	319	133	157	262	1096	624
K19271	20	60	11	17	36	178	34	58	43	8	36	84	0	0	48	144	85	57	32	43	21	29	90	53
K19272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
K19290	76	20	7	6	1	5	6	4	0	33	192	30	0	0	0	38	173	92	12	0	4	0	59	11
K19291	73	27	15	31	7	12	11	10	0	24	13	42	3	2	0	83	143	65	34	7	15	9	96	37
K19293	0	0	0	0	0	0	0	0	0	0	31	34	0	0	0	11	2	3	0	0	0	0	0	0
K19294	631	789	744	1010	713	1178	593	809	512	1150	1996	1196	450	477	805	2979	1656	880	1480	1377	907	560	1325	742
K19295	14	28	73	12	143	185	17	16	1	64	293	211	62	555	116	447	316	122	132	30	41	5	179	20
K19296	0	0	0	0	0	0	0	0	0	0	16	22	0	0	0	40	9	5	0	0	0	0	0	0
K19302	989	1134	758	1166	372	1065	1255	1183	953	2218	2600	3409	754	704	448	8545	3927	2682	2529	1582	1879	1311	2944	1381
K19303	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	11	1	0	0	0	1	1	0
K19304	947	636	385	1016	246	721	471	382	288	1311	1580	1199	575	256	545	4325	2147	1142	630	455	361	363	1425	574
K19311	258	157	58	53	38	15	23	29	3	306	106	191	256	195	115	820	1043	801	202	117	117	141	153	127
K19333	330	264	69	97	47	63	117	142	73	787	436	612	175	145	54	1438	552	317	449	194	205	263	391	284
K19334	3	0	0	0	0	0	1	0	0	9	52	84	0	0	0	220	85	31	5	0	0	0	9	1
K19335	2	1	1	0	0	1	2	0	0	0	0	1	0	1	0	1	4	0	2	2	0	1	13	3
K19337	181	96	24	128	80	116	72	35	18	482	70	32	257	259	111	56	16	13	332	24	15	44	503	250
K19338	43	14	10	19	13	14	20	29	8	76	15	2	0	3	1	8	22	1	99	76	41	6	72	36
K19339	292	143	52	106	30	94	89	67	42	107	111	226	11	5	4	835	784	394	68	38	40	64	428	155
K19340	85	10	4	40	2	7	34	9	13	34	19	34	2	2	2	262	232	97	25	3	10	10	52	30
K19341	91	15	6	37	5	12	13	7	10	89	36	41	0	0	0	921	374	208	37	15	7	14	58	33
K19342	95	34	11	24	3	23	21	33	11	71	42	32	10	0	1	776	411	157	27	18	26	14	99	33
K19344	5	0	2	2	2	1	2	3	2	2	2	5	1	0	0	19	16	6	1	3	1	2	4	1
K19345	15	10	5	4	1	7	4	3	1	14	13	11	0	1	0	121	106	70	2	5	3	2	5	1
K19353	118	83	125	70	14	63	63	76	10	6	7	5	0	0	0	0	0	0	78	38	16	52	152	122
K19355	66	103	42	50	35	461	128	258	188	314	183	108	146	99	367	1066	126	159	227	486	117	95	244	111
K19363	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
K19367	94	7	0	5	0	4	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	30	5
K19373	2	2	1	2	0	0	2	4	0	7	16	19	0	0	22	244	87	45	31	28	23	6	2	4
K19405	248	252	108	241	83	229	111	150	175	278	351	435	80	74	49	1390	387	246	238	182	130	166	300	235
K19411	75	59	30	35	24	41	19	55	25	72	109	136	11	12	9	566	168	88	97	24	17	43	60	32
K19416	2	12	9	11	3	107	21	19	37	7	40	11	0	1	20	9	1	12	12	87	15	22	63	35
K19424	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	104	34	14	0	0	0	0	0	0
K19430	5	0	1	1	0	1	0	1	1	1	1	4	0	0	0	252	90	27	2	0	0	1	2	1
K19465	0	0	0	0	0	0	0	0	0	0	286	4	0	0	0	0	0	0	1	3	1	0	0	1
K19510	83	162	88	156	17	52	98	114	7	15	42	62	8	7	4	44	65	22	61	33	18	126	544	324
K19540	29	288	119	408	80	606	72	123	79	6	2	0	166	380	314	238	17	20	606	173	118	88	168	176
K19545	160	363	120	153	47	71	115	184	45	303	139	173	124	32	21	361	229	98	323	295	400	194	573	375
K19564	1183	1121	592	807	213	537	536	657	134	465	63	168	479	879	280	288	1027	428	1190	402	347	926	2120	1320
K19569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0
K19572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
K19577	994	672	211	568	89	214	610	410	217	426	452	970	184	102	45	1210	3402	2035	537	180	154	495	2800	1310
K19586	0	0	0	0	0	0	0	0	0	0	0	0	4	15	27	0	0	0	0	0	0	0	0	0
K19591	230	112	77	141	34	75	81	90	45	183	151	275	14	29	5	555	624	271	131	102	82	68	336	176
K19611	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	74	288	71	0	0	0	0	0	0
K19613	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
K19620	31	94	47	256	8	26	115	120	95	76	59	81	14	8	30	565	236	134	55	95	189	138	229	75
K19640	7	16	33	8	18	23	12	5	7	7	3	9	47	193	62	157	52	50	112	2	4	9	26	9
K19664	58	7	3	6	0	5	0	1	6	9	29	35	0	0	2	45	29	17	1	0	4	5	5	3
K19668	70	170	90	74	160	58	55	28	59	193	31	23	196	185	161	137	145	197	465	21	25	118	142	32
K19670	137	139	82	106	39	140	72	67	73	111	163	360	41	47	72	1040	1094	749	196	104	71	56	184	101
K19686	82	72	52	77	56	85	86	38	47	223	236	192	222	91	159	1608	525	393	153	115	102	46	224	122
K19687	50	42	19	35	6	27	58	32	43	80	83	170	78	50	84	611	228	167	93	64	40	22	97	38
K19689	1274	2117	1525	1737	1165	2055	1285	1732	1118	2716	3049	3008	1634	1640	1360	9389	2475	1949	3139	2151	2908	1975	2845	1678
K19694	0	0	0	0	0	0	0	0	0	0	3704	3	0	0	0	1	0	0	6	0	1	0	0	4
K19701	992	927	273	1642	239	1422	392	393	516	4084	1377	1334	1562	183	1533	12029	5531	2756	552	1517	835	241	771	366
K19702	774	382	206	512	104	271	553	415	418	961	926	935	1	18	22	6635	5383	3496	508	310	246	332	1963	745
K19706	3	1	8	3	3	10	0	3	3	1	1	2	0	3	2	1	0	2	3	2	2	4	6	3
K19707	2284	2243	1163	2054	770	1794	1308	1174	820	2505	3309	3816	897	605	492	6193	6367	3539	1836	855	623	1473	4938	2515
K19710	1378	1353	746	1257	668	1228	888	852	578	1715	1864	3139	930	697	550	4556	4382	2671	1603	1048	951	994	3067	1549
K19712	6	51	94	42	45	49	33	49	180	93	78	9	0	0	0	277	2	68	35	120	174	32	34	25
K19713	43	49	126	73	19	38	39	86	26	8	7	24	11	4	25	169	111	45	105	99	59	32	56	50
K19715	21	3	4	8	46	3	1	2	1	0	15	38	2	0	0	128	97	24	40	3	27	1	1	2
K19731	0	0	0	0	0	0	0	0	0	24	5	5	0	0	0	45	34	23	0	0	0	0	0	0
K19732	0	0	0	0	0	0	0	0	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	0
K19733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0
K19736	0	0	0	0	0	0	0	0	0	23	60	0	0	0	0	7	7	18	1	0	0	0	0	0
K19743	26	84	29	68	27	65	66	95	190	242	167	189	0	0	0	1906	376	402	65	159	229	66	43	33
K19745	788	655	421	510	231	378	703	655	388	811	462	505	389	251	318	1807	842	604	834	592	705	546	1717	742
K19746	80	93	70	53	181	69	57	31	16	190	270	220	121	40	71	480	481	168	277	61	63	76	265	57
K19760	2	4	8	1	1	2	44	64	0	0	0	0	0	0	0	0	0	0	67	146	103	12	8	11
K19761	2	9	5	3	27	9	5	9	4	0	5	13	5	9	4	154	4	15	14	40	92	12	1	6
K19765	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	4	9	3	0	0	0	0	0	0
K19776	252	87	27	82	7	66	41	32	58	82	122	152	73	25	24	567	375	140	402	16	56	45	585	166
K19777	0	0	0	0	4	0	0	0	0	0	0	0	63	37	28	0	0	0	10	0	0	1	0	0
K19778	0	0	0	0	0	0	0	0	0	0	0	0	15	4	3	0	0	0	9	0	0	0	0	0
K19784	1490	1660	1304	1244	718	1551	1224	1291	942	1347	1661	1314	820	858	903	5391	2778	1980	1957	1305	1601	1171	2167	1161
K19789	7	20	6	1	1	1	12	22	0	0	1	2	24	6	2	53	2	14	24	55	22	2	111	5
K19794	699	519	182	377	105	213	349	195	145	779	398	848	34	41	13	1111	1754	1018	281	166	92	328	1517	796
K19795	5	3	0	2	2	5	1	0	11	21	53	9	0	1	0	3	8	3	0	1	0	0	74	29
K19802	447	428	234	276	208	326	386	436	452	1400	1012	835	108	73	109	4922	1337	1360	749	753	1231	485	845	461
K19804	29	20	10	8	10	16	13	8	32	10	7	18	27	12	11	531	42	42	10	7	1	7	98	42
K19810	1	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	0	0	0
K19819	0	0	0	0	0	0	0	0	0	2	0	13	0	0	0	0	25	10	0	0	0	0	0	0
K19823	65	229	159	127	46	147	226	288	59	45	95	176	94	118	39	95	92	71	163	224	266	185	218	110
K19824	1	1	0	1	1	1	2	2	2	0	6	2	2	0	5	1	1	1	2	3	1	1	9	2
K19837	0	0	0	0	0	0	0	0	0	0	397	2	0	0	0	0	0	0	0	0	0	0	0	0
K19882	0	0	0	0	0	0	0	0	27	0	0	0	1	6	0	0	0	1	0	0	0	2	1	0
K19954	258	103	72	76	11	47	87	71	28	123	105	223	0	0	0	418	157	106	46	78	57	68	264	148
K19956	57	1	0	0	0	2	2	1	0	6	10	4	0	2	0	367	206	35	1	0	0	0	4	0
K19966	7	46	24	29	10	13	17	14	12	10	6	20	3	3	4	64	9	16	21	30	26	12	16	12
K19969	0	0	0	0	34	10	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0
K19974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	15	0	1	0
K19978	5	5	2	4	4	15	16	0	2	18	34	60	0	0	10	213	448	138	4	0	0	38	3	1
K19982	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0
K19997	0	0	0	0	1	0	0	0	0	95	28	12	26	12	15	238	58	14	0	0	1	0	1	2
K20023	363	350	122	437	104	223	431	234	312	372	584	933	66	41	26	743	1266	607	426	119	153	296	2039	779
K20024	0	0	0	0	0	0	0	2	1	0	289	2	0	0	0	1	0	0	5	4	3	0	17	0
K20034	124	107	59	43	7	15	44	62	6	19	80	11	20	15	17	165	16	13	63	113	60	14	181	41
K20035	15	2	1	4	3	7	2	2	1	406	15	13	2	5	2	151	248	166	6	4	1	1	2	3
K20036	148	133	86	101	34	114	188	192	31	36	28	138	54	23	26	110	108	53	147	76	61	94	360	139
K20039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0
K20061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
K20074	4156	4433	2647	3940	2244	5047	3162	3414	2633	5831	8509	7697	3588	3099	2821	19050	12386	7934	5665	4307	3905	3601	9418	4934
K20110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	25	0	2	0	0	0	0	0	0
K20115	2	2	9	4	8	11	2	1	3	0	3	1	8	6	32	52	0	1	1	1	0	0	2	3
K20178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
K20179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
K20181	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
K20215	6	30	152	17	70	107	52	75	292	190	151	9	0	0	0	557	4	101	56	163	241	43	33	12
K20238	3	1	0	0	0	0	0	3	2	4	1	0	0	2	0	65	3	1	1	1	1	3	45	10
K20249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	3	0	0	0	0	0	0
K20261	0	0	1	0	0	0	20	0	1	0	0	0	0	0	1	0	0	0	0	0	0	26	3	1
K20262	0	0	0	1	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K20265	139	448	434	264	350	493	488	544	48	76	32	67	878	414	570	770	659	365	692	480	295	461	555	298
K20266	3	5	27	7	7	3	0	0	2	82	206	142	65	42	197	254	204	92	7	17	2	2	55	6
K20267	1	2	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	11	5
K20268	0	22	0	0	1	0	0	1	1	0	0	1	106	5	1	0	0	0	10	20	2	0	19	2
K20273	546	800	207	510	58	251	348	253	11	24	41	74	5	22	46	1	13	9	191	40	37	713	1698	1298
K20274	422	574	226	1022	95	388	182	219	19	68	458	373	9	4	15	58	101	21	241	70	95	361	1128	669
K20275	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0
K20276	344	569	102	3496	121	1336	324	777	141	19982	2255	1426	167	1381	1588	3883	776	693	758	307	65	351	546	492
K20277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33
K20326	4	17	4	5	6	16	2	12	0	1	26	5	2	2	12	36	2	8	2	0	0	2	2	4
K20327	865	480	302	463	107	349	517	456	295	452	474	431	142	73	94	1511	818	543	497	556	454	459	1405	615
K20329	5	9	0	5	0	0	1	10	0	0	1	0	55	37	107	7	32	13	1	1	2	1	103	17
K20331	6	28	66	11	35	18	58	61	1	9	1	0	2	0	5	1	21	19	23	94	20	12	22	14
K20332	0	0	0	0	0	0	0	0	0	0	0	0	109	39	1	0	0	0	0	0	0	0	0	0
K20333	4	3	4	1	0	1	1	7	1	3	0	1	0	0	0	386	155	107	28	22	4	1	1	6
K20344	1	2	0	0	0	0	1	2	2	2	167	6	0	0	0	2	0	1	1	1	0	2	4	0
K20345	1	0	0	0	1	0	0	0	0	1	106	64	0	0	0	1	0	1	0	0	0	0	0	0
K20406	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
K20408	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0
K20420	0	30	119	25	16	73	3	6	0	44	0	0	0	1	0	0	0	0	130	16	0	7	5	18
K20421	3	10	28	0	149	74	0	11	0	2	1	0	325	103	25	35	9	8	232	4	4	8	3	3
K20423	3	2	0	0	2	5	4	1	1	0	2	0	0	0	0	4	4	3	8	2	0	1	49	8
K20427	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	46	0	0
K20432	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	59	0	0
K20434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
K20435	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	88	0	0
K20444	407	1075	522	946	650	1589	730	729	410	1829	5630	9014	1252	4191	227	9502	2909	1998	1450	654	699	470	2346	960
K20446	9	1	3	3	0	6	0	1	1	0	2	0	0	4	2	0	1	0	0	1	1	2	9	2
K20449	104	70	41	58	22	41	36	44	37	39	31	4	19	36	69	66	13	9	93	12	13	27	97	54
K20454	198	247	367	232	165	237	396	354	330	477	273	320	47	32	54	1086	673	489	586	474	621	300	452	211
K20459	1	8	10	202	3	52	8	8	26	0	0	0	0	1	3	34	0	0	2	0	1	9	7	3
K20461	0	0	0	0	0	0	0	0	30	0	71	2	0	0	0	182	107	42	0	0	0	0	0	1
K20466	2	0	0	0	3	1	0	0	0	0	2	0	608	290	114	0	0	0	2	0	0	0	1	1
K20467	3	12	1	0	0	0	0	1	2	0	0	0	182	146	243	0	0	0	22	0	0	6	2	1
K20468	300	297	297	319	417	462	261	409	211	671	606	836	1067	1410	1079	2032	1948	1019	1411	497	440	297	1172	515
K20469	3626	2867	1638	2489	923	1853	2580	2535	1217	4318	5836	10993	1173	968	429	15135	15432	9770	4379	2536	2280	2677	8259	4035
K20470	53	31	6	36	9	14	18	21	29	295	192	347	324	141	38	360	934	457	217	41	84	51	407	115
K20483	363	227	415	147	192	1242	1142	805	371	225	416	337	1290	229	1132	921	137	270	1796	1510	1356	706	890	484
K20484	67	442	435	415	364	838	541	530	373	997	1089	265	3525	252	2232	1376	137	129	1288	1107	793	329	632	245
K20486	370	483	299	357	290	606	253	546	80	885	587	606	95	92	47	1845	639	480	1021	380	286	392	810	450
K20497	166	152	93	170	43	81	231	134	63	175	187	229	133	202	94	1237	1177	577	550	77	109	139	621	192
K20498	1	3	0	2	1	0	1	39	0	278	2	0	0	0	0	0	0	1	3	2	2	0	1	0
K20509	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	51	1	1	0	0	0	0	0	1
K20523	49	262	188	158	148	801	197	318	241	52	134	49	73	40	442	320	103	121	162	485	236	169	435	299
K20525	46	77	15	38	22	54	38	31	12	419	56	42	7	26	4	417	53	43	291	65	59	45	190	42
K20527	2	4	2	0	6	5	64	41	1	39	207	75	93	43	36	267	84	38	3	2	1	0	62	1
K20528	8	6	4	3	5	4	1	1	11	9	43	30	50	22	42	42	13	10	5	2	0	0	24	2
K20529	3	2	1	3	3	4	24	9	10	15	48	36	44	28	24	58	22	19	1	0	0	0	33	10
K20530	6	2	2	1	3	7	150	13	5	76	443	308	5	7	355	432	229	86	4	2	0	1	118	0
K20531	6	6	11	6	8	3	57	4	0	78	162	141	139	82	181	298	122	45	38	2	3	1	46	11
K20532	8	6	1	2	4	4	59	4	3	40	107	65	57	55	56	109	105	82	0	0	0	1	65	12
K20533	0	0	0	0	1	0	0	0	0	53	181	203	57	32	27	261	77	52	1	0	0	0	0	0
K20534	962	756	418	553	381	537	495	483	201	944	1720	1069	446	253	701	2447	2326	1368	1153	813	582	586	1511	758
K20539	2	0	0	0	0	1	0	0	0	23	48	191	0	0	0	303	174	78	3	0	0	0	1	0
K20541	284	59	24	87	7	36	26	31	18	54	2016	51	4	5	1	119	348	144	102	39	17	15	363	93
K20542	249	97	39	115	25	60	227	111	49	304	455	282	5	28	8	670	513	297	354	292	339	124	455	168
K20608	71	105	79	243	34	143	433	467	547	1035	561	854	1	3	2	5329	1087	1022	552	727	1289	401	306	158
K20609	5	25	16	1	1	5	2	9	0	0	0	4	0	0	0	3	2	1	1	0	4	0	31	16
K20611	338	357	66	136	19	32	165	113	13	262	64	240	6	8	1	339	1767	1102	60	15	19	280	814	614
K20616	11	54	22	69	14	67	122	131	261	328	167	198	1	1	0	1603	313	408	128	197	297	96	118	52
K20628	29	62	45	21	12	37	45	43	3	23	0	1	63	67	40	2	2	1	45	19	15	70	120	110
K20656	12	7	1	14	8	29	9	9	46	203	106	93	4	0	0	741	160	138	26	40	20	24	76	34
K20742	196	159	46	61	15	23	27	31	4	207	211	418	36	61	89	1447	599	215	218	15	42	104	95	96
K20754	43	7	2	8	7	12	8	8	18	22	303	159	0	2	2	242	136	404	45	80	16	11	30	25
K20760	4	2	20	5	8	10	0	5	0	0	0	0	81	38	63	0	0	1	119	0	11	1	6	7
K20761	7	1	0	2	2	11	2	4	1	0	0	0	3	10	30	0	1	0	0	1	0	2	10	7
K20762	2	4	19	20	3	6	1	1	0	0	0	0	20	18	48	0	0	0	33	0	0	4	4	7
K20781	0	1	0	5	0	1	3	0	48	2	0	0	0	0	0	8	0	5	1	0	1	0	1	0
K20798	208	309	244	213	149	247	362	268	144	286	1309	2242	350	207	224	1120	1043	589	659	335	380	217	635	238
K20807	393	153	151	169	132	208	160	217	115	224	250	385	118	91	111	708	381	266	879	175	118	180	331	168
K20810	22	122	33	110	24	413	162	219	258	373	366	413	1	4	283	3753	504	497	260	613	657	157	160	77
K20814	1878	1557	765	1303	667	990	1186	862	473	2337	2821	5112	805	653	366	4897	6248	3578	1892	864	676	1159	4047	2261
K20816	1	7	0	3	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	36	15
K20832	4	0	0	0	1	1	0	0	2	2	5	2	0	0	0	3	12	2	60	0	0	1	3	0
K20844	39	365	190	100	151	105	42	80	4	69	5	0	677	636	451	3	0	4	1456	30	44	82	54	40
K20860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	4	0	0	0	0	0	0
K20862	0	1	1	6	33	6	2	2	0	0	1	1	2	1	0	1	1	1	33	0	1	1	24	20
K20866	27	35	11	121	5	74	46	72	23	161	61	64	91	49	81	361	46	66	77	52	31	44	104	45
K20881	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0	0	0	0	0	0	0
K20885	13	38	119	22	14	66	19	38	114	113	372	1162	0	9	63	192	92	51	117	81	149	43	21	15
K20895	0	1	0	6	0	0	10	3	7	12	4	24	0	0	0	53	0	6	15	19	22	2	2	1
K20896	99	76	55	52	10	46	133	105	57	138	150	278	8	10	13	531	736	342	108	97	84	87	337	104
K20902	78	116	35	60	1	12	33	23	9	23	21	131	1	1	2	96	2	2	16	9	3	149	557	260
K20907	1	0	0	0	1	0	1	0	3	9	13	45	0	1	0	42	9	4	0	1	1	0	0	1
K20920	69	87	49	72	6	30	34	21	34	50	38	13	11	6	49	623	20	18	71	39	126	16	149	58
K20938	503	102	135	107	66	81	124	96	50	175	214	532	524	289	162	497	1391	783	257	142	76	84	632	159
K20940	320	250	233	244	237	245	117	155	90	191	159	251	324	179	148	476	176	107	802	209	154	142	329	216
K20941	1	33	12	14	3	5	3	4	1	1	1	0	9	12	21	0	1	0	82	2	4	2	0	6
K20950	14	10	2	8	15	96	8	59	29	88	221	73	0	1	62	611	215	93	20	140	8	18	29	20
K20971	0	0	0	0	0	0	0	0	0	2	7	2	0	0	0	64	19	2	0	0	0	0	0	0
K20974	504	190	298	164	113	196	124	90	101	364	933	668	727	82	285	2738	1745	836	474	113	135	105	456	179
K20975	664	149	73	180	40	124	194	196	64	205	327	161	121	72	37	716	483	192	334	277	166	73	492	242
K20976	144	352	317	197	90	303	198	255	411	706	1546	1094	63	49	223	3471	1117	772	306	299	465	224	587	242
K20978	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
K20987	6	0	1	0	0	0	1	0	1	25	74	16	3	0	0	5	4	5	42	0	1	1	3	2
K20989	3	24	3	16	8	8	64	66	103	110	268	28	0	0	0	285	24	8	12	92	157	29	10	3
K20997	3	7	2	1	2	3	1	0	2	10	4	60	8	3	2	33	116	31	71	2	2	0	68	3
K20998	0	0	0	0	0	0	0	0	0	0	0	0	0	1	102	0	0	0	85	0	0	0	0	0
K20999	46	70	80	43	50	122	59	98	21	407	107	41	171	139	209	246	201	78	360	59	46	61	203	106
K21000	780	905	615	951	533	950	548	753	372	3329	3143	2875	1213	1481	1179	9793	2900	1644	2793	1459	1263	846	1264	768
K21001	83	99	309	165	149	397	174	269	262	353	839	170	452	28	294	3420	714	516	466	618	448	181	171	102
